SKU,GreenworksID,Model,Name,Price,SalePrice,PromoText,SaleEndDate,Category,SubCategory,Tags,Series,System,Type,Builder,ComponentType,82BD250,82BD400,82BD500,82BD800,CORE300,CORE360,CORE400,CORE530,CORE800,Weight,RunTimeLow,RunTimeHigh
OAS-ST,1818802,BGA60_TOOL,String Trimmer Attachment,199.99,, ,,OAS, , ,OAS, ,Attachment,OAS, ,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,5.1,,
